SAMPLE_ACC,Sample Type,SAMPLE_VOLUME,VOLUME_UNIT,FILTER_MIN,FILTER_MAX,SAMPLE_DESCRIPTION,SAMPLE_NAME,COMMENTS,TAXON_ID,COLLECTION_START_TIME,COLLECTION_STOP_TIME,BIOMATERIAL_NAME,DESCRIPTION,MATERIAL_ACC,SITE_NAME,LATITUDE,LONGITUDE,ALTITUDE,SITE_DEPTH,SITE_DESCRIPTION,COUNTRY_NAME,REGION,HABITAT_NAME,HOST_TAXON_ID,HOST_DESCRIPTION,HOST_ORGANISM,LIBRARY_ACC,SEQUENCING_METHOD,DNA_TYPE,NUM_OF_READS,MATERIAL_ID,Silicate - (umol/kg),sample depth - (M),salinity - (psu),temperature - (C),chlorophyll density - (ug/kg),phosphate - (umol/kg),dissolved oxygen - (nmol/kg),Particulate Organic Carbon - (umol/kg),dissolved organic carbon - (umol/kg),pH,nitrate(NO3) - (umol/l)
CAM_SMPL_002392,eukaryotes,,,,,  NY0313808BC1,MMETSP0100,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0100"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0100</a>""",96639,00:00.0,00:00.0,(MMETSP0100)   - Clam tissue,,CAM_BM_002412,Atlantic_Ocean,40.49657,-74.17591,,,"Raritan Bay, New York",UNITED STATES,,marine habitat,,,,CAM_LIB_001158,Illumina,cDNA,,2867,,10,,,,,,,,,
CAM_SMPL_002393,eukaryotes,,,,,Pteridomonas danica PT,MMETSP0101,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0101"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0101</a>""",38822,,,(MMETSP0101) Pteridomonas danica,,CAM_BM_002413,,,,,,,,,,,,,CAM_LIB_001159,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002394,eukaryotes,,,,,Pteridomonas danica PT,MMETSP0102,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0102"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0102</a>""",38822,,,(MMETSP0102) Pteridomonas danica,,CAM_BM_002414,,,,,,,,,,,,,CAM_LIB_001160,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002395,eukaryotes,,,,,Undescribed Undescribed D1,MMETSP0087,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0087"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0087</a>""",136419,,,(MMETSP0087) Undescribed Undescribed,,CAM_BM_002415,,,,,,,,,,,,,CAM_LIB_001161,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002396,eukaryotes,,,,,Alexandrium monilatum CCMP3105,MMETSP0093,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0093"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0093</a>""",311494,,,(MMETSP0093) Alexandrium monilatum,,CAM_BM_002416,,,,,,,,,,,,,CAM_LIB_001162,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002397,eukaryotes,2,L,,,Durinskia baltica CSIRO CS-38,MMETSP0117,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0117"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0117</a>""",400756,00:00.0,00:00.0,(MMETSP0117) Durinskia baltica - Seawater,,CAM_BM_002417,,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001163,Illumina,cDNA,,2872,0,,,,,,,,,,
CAM_SMPL_002398,eukaryotes,2,L,,,Glenodinium foliaceum CCAP 1116/3,MMETSP0118,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0118"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0118</a>""",160619,00:00.0,00:00.0,(MMETSP0118) Glenodinium foliaceum - Seawater,,CAM_BM_002418,"York River, Chesapeake Bay,",,,,,"estuary, brakish water",UNITED STATES,,marine habitat,,,,CAM_LIB_001164,Illumina,cDNA,,2873,0,,,,,,,,,,
CAM_SMPL_002399,eukaryotes,2,L,,,Kryptoperidinium foliaceum CCMP 1326,MMETSP0121,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0121"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0121</a>""",160619,00:00.0,00:00.0,(MMETSP0121) Kryptoperidinium foliaceum - Seawater,,CAM_BM_002419," 32.9000N 117.2550W Scripps Institute of Oceanography, pier, La Jolla, California USA",,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001165,Illumina,cDNA,,2874,0,,,,,,,,,,
CAM_SMPL_002400,eukaryotes,,,,,Favella ehrenbergii Fehren 1,MMETSP0123,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0123"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0123</a>""",182087,00:00.0,00:00.0,(MMETSP0123) Favella ehrenbergii - seawater,,CAM_BM_002420,English Channel,48.75,-3.95,,,Britanny coast,FRANCE,,,,,,CAM_LIB_001166,Illumina,cDNA,,2875,,1,,,,,,,,,
CAM_SMPL_002401,eukaryotes,2,L,,,Glenodinium foliaceum CCAP 1116/3,MMETSP0119,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0119"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0119</a>""",160619,00:00.0,00:00.0,(MMETSP0119) Glenodinium foliaceum - Seawater,,CAM_BM_002421,"York River, Chesapeake Bay,",,,,,"estuary, brakish water",UNITED STATES,,marine habitat,,,,CAM_LIB_001167,Illumina,cDNA,,2876,0,,,,,,,,,,
CAM_SMPL_002402,eukaryotes,2,L,,,Kryptoperidinium foliaceum CCMP 1326,MMETSP0120,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0120"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0120</a>""",160619,00:00.0,00:00.0,(MMETSP0120) Kryptoperidinium foliaceum - Seawater,,CAM_BM_002422," 32.9000N 117.2550W Scripps Institute of Oceanography, pier, La Jolla, California USA",,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001168,Illumina,cDNA,,2877,0,,,,,,,,,,
CAM_SMPL_002403,eukaryotes,,,,,Chlorarachnion reptans CCCM449,MMETSP0109,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0109"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0109</a>""",29199,00:00.0,00:00.0,(MMETSP0109) Chlorarachnion reptans - Seawater,,CAM_BM_002423,OTHER,,,,,Puerto Penasco,MEXICO,,marine habitat,,,,CAM_LIB_001169,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002404,eukaryotes,,,,,Gymnochlora sp. CCMP2014,MMETSP0110,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0110"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0110</a>""",629695,00:00.0,00:00.0,(MMETSP0110) Gymnochlora sp. - Seawater,,CAM_BM_002424,Sargasso Sea,24.6019,64.9177,,,open ocean,BERMUDA,,marine habitat,,,,CAM_LIB_001170,Illumina,cDNA,,2879,,100,,,,,,,,,
CAM_SMPL_002405,eukaryotes,,,,,Lotharella globosa CCCM811,MMETSP0111,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0111"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0111</a>""",91324,00:00.0,00:00.0,(MMETSP0111) Lotharella globosa - Seawater containing a marine chrysophyte,,CAM_BM_002425,OTHER,13.4,144.7,,,coral reef of Anae Island,GUAM,,marine habitat,,,,CAM_LIB_001171,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002406,eukaryotes,,,,,Lotharella globosa CCCM811,MMETSP0112,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0112"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0112</a>""",91324,00:00.0,00:00.0,(MMETSP0112) Lotharella globosa - Seawater containing a marine chrysophyte,,CAM_BM_002426,OTHER,13.4,144.7,,,coral reef of Anae Island,GUAM,,marine habitat,,,,CAM_LIB_001172,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002407,eukaryotes,,,,,Norrisiella sphaerica BC52,MMETSP0113,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0113"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0113</a>""",91329,00:00.0,00:00.0,(MMETSP0113) Norrisiella sphaerica,,CAM_BM_002427,OTHER,,,,,Baja California,MEXICO,,marine habitat,,,,CAM_LIB_001173,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002408,eukaryotes,,,,,Goniomonas sp m,MMETSP0114,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0114"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0114</a>""",31324,00:00.0,00:00.0,(MMETSP0114) Goniomonas sp - seawater,,CAM_BM_002428,Atlantic_Ocean,46.5105,-63.4856,,,,CANADA,,marine habitat,,,,CAM_LIB_001174,Illumina,cDNA,,2883,,0,,20,,,,,,,
CAM_SMPL_002409,eukaryotes,,,,,Bicosoecid sp ms1,MMETSP0115,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0115"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0115</a>""",33651,00:00.0,00:00.0,(MMETSP0115) Bicosoecid sp - seawater,,CAM_BM_002429,Atlantic_Ocean,46.5105,-63.4856,,,,CANADA,,marine habitat,,,,CAM_LIB_001175,Illumina,cDNA,,2884,,0,,20,,,,,,,
CAM_SMPL_002410,eukaryotes,2,L,,,Durinskia baltica CSIRO CS-38,MMETSP0116,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0116"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0116</a>""",400756,00:00.0,00:00.0,(MMETSP0116) Durinskia baltica - Seawater,,CAM_BM_002430,,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001176,Illumina,cDNA,,2885,0,,,,,,,,,,
CAM_SMPL_002411,eukaryotes,,,,,Strombidinopsis acuminatum SPMC142,MMETSP0126,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0126"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0126</a>""",141414,00:00.0,00:00.0,(MMETSP0126) Strombidinopsis acuminatum - Seawater,,CAM_BM_002431,"northern Puget Sound, WA",48.608,-122.769,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001177,Illumina,cDNA,,2886,,1,,,,,,,,,
CAM_SMPL_002412,eukaryotes,,,,,Platyophrya macrostoma WH,MMETSP0127,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0127"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0127</a>""",938130,,,(MMETSP0127) Platyophrya macrostoma - Freshwater,,CAM_BM_002432,"Brookside Botanical Gardens, Wheaton, MD",,,,,,UNITED STATES,,freshwater habitat,,,,CAM_LIB_001178,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002414,eukaryotes,,,,,Pseudo-nitzschia australis 10249 10 AB,MMETSP0139,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0139"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0139</a>""",44445,00:00.0,00:00.0,(MMETSP0139) Pseudo-nitzschia australis - Seawater,,CAM_BM_002434,Pacific_Ocean,36.60369,-121.88927,,,"Monterey Commercial Wharf II, part of routine time series sampling for Pseudo-nitzschia",UNITED STATES,,marine habitat,,,,CAM_LIB_001180,Illumina,cDNA,,2889,6.1,5,33,15,,0.2,,,,,4
CAM_SMPL_002415,eukaryotes,,,,,Pseudo-nitzschia australis 10249 10 AB,MMETSP0142,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0142"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0142</a>""",44445,00:00.0,00:00.0,(MMETSP0142) Pseudo-nitzschia australis - Seawater,,CAM_BM_002435,Pacific_Ocean,36.60369,-121.88927,,,"Monterey Commercial Wharf II, part of routine time series sampling for Pseudo-nitzschia",UNITED STATES,,marine habitat,,,,CAM_LIB_001181,Illumina,cDNA,,2890,6.1,5,33,15,,0.2,,,,,4
CAM_SMPL_002416,eukaryotes,,,,,Chrysochromulina polylepis CCMP1757,MMETSP0143,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0143"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0143</a>""",72548,,,(MMETSP0143) Chrysochromulina polylepis,,CAM_BM_002436,,,,,,,,,,,,,CAM_LIB_001182,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002417,eukaryotes,,,,,Chrysochromulina polylepis CCMP1757,MMETSP0145,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0145"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0145</a>""",72548,,,(MMETSP0145) Chrysochromulina polylepis,,CAM_BM_002437,,,,,,,,,,,,,CAM_LIB_001183,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002418,eukaryotes,,,,,Pseudo-nitzschia australis 10249 10 AB,MMETSP0140,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0140"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0140</a>""",44445,00:00.0,00:00.0,(MMETSP0140) Pseudo-nitzschia australis - Seawater,,CAM_BM_002438,Pacific_Ocean,36.60369,-121.88927,,,"Monterey Commercial Wharf II, part of routine time series sampling for Pseudo-nitzschia",UNITED STATES,,marine habitat,,,,CAM_LIB_001184,Illumina,cDNA,,2893,6.1,5,33,15,,0.2,,,,,4
CAM_SMPL_002419,eukaryotes,,,,,Pseudo-nitzschia australis 10249 10 AB,MMETSP0141,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0141"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0141</a>""",44445,00:00.0,00:00.0,(MMETSP0141) Pseudo-nitzschia australis - Seawater,,CAM_BM_002439,Pacific_Ocean,36.60369,-121.88927,,,"Monterey Commercial Wharf II, part of routine time series sampling for Pseudo-nitzschia",UNITED STATES,,marine habitat,,,,CAM_LIB_001185,Illumina,cDNA,,2894,6.1,5,33,15,,0.2,,,,,4
CAM_SMPL_002423,eukaryotes,,,,,"Symbiodinium kawagutii CCMP2468 (combined sample which includes MMETSP0132_2,  MMETSP0133_2, MMETSP0134_2 and MMETSP0135_2)",MMETSP0132_2C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132</a>""",104179,,,(MMETSP0135) Symbiodinium kawagutii,,CAM_BM_002433,Pacific_Ocean,21.25,158,,,coral reef near Hawaii,UNITED STATES,,marine habitat,,,,CAM_LIB_001189,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002423,eukaryotes,,,,,"Symbiodinium kawagutii CCMP2468 (combined sample which includes MMETSP0132_2,  MMETSP0133_2, MMETSP0134_2 and MMETSP0135_2)",MMETSP0132_2C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132</a>""",104179,,,(MMETSP0134) Symbiodinium kawagutii,,CAM_BM_002445,Pacific_Ocean,21.25,158,,,coral reef near Hawaii,UNITED STATES,,marine habitat,,,,CAM_LIB_001189,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002423,eukaryotes,,,,,"Symbiodinium kawagutii CCMP2468 (combined sample which includes MMETSP0132_2,  MMETSP0133_2, MMETSP0134_2 and MMETSP0135_2)",MMETSP0132_2C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132</a>""",104179,,,(MMETSP0132) Symbiodinium kawagutii,,CAM_BM_002443,Pacific_Ocean,21.25,158,,,coral reef near Hawaii,UNITED STATES,,marine habitat,,,,CAM_LIB_001189,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002423,eukaryotes,,,,,"Symbiodinium kawagutii CCMP2468 (combined sample which includes MMETSP0132_2,  MMETSP0133_2, MMETSP0134_2 and MMETSP0135_2)",MMETSP0132_2C,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0132</a>""",104179,,,(MMETSP0133) Symbiodinium kawagutii,,CAM_BM_002444,Pacific_Ocean,21.25,158,,,coral reef near Hawaii,UNITED STATES,,marine habitat,,,,CAM_LIB_001189,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002427,eukaryotes,,,,,Aristerostoma sp. ATCC 50986,MMETSP0125,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0125"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0125</a>""",485358,,,"(MMETSP0125) Aristerostoma sp. - gray mud mixed with roots, sand, and clay",,CAM_BM_002447,"Great Marsh, DE",,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001193,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002428,eukaryotes,,,,,Thalassionema nitzschioides L26-B,MMETSP0156,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0156"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0156</a>""",33649,00:00.0,00:00.0,(MMETSP0156) Thalassionema nitzschioides - Calanus simillimus faecal pellet,,CAM_BM_002448,Southern_Ocean,-47.86667,-15.8,,,LOHAFEX station 120,,,marine habitat,,,,CAM_LIB_001194,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002429,eukaryotes,,,,,Thalassionema nitzschioides L26-B,MMETSP0158,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0158"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0158</a>""",33649,00:00.0,00:00.0,(MMETSP0158) Thalassionema nitzschioides - Calanus simillimus faecal pellet,,CAM_BM_002449,Southern_Ocean,-47.86667,-15.8,,,LOHAFEX station 120,,,marine habitat,,,,CAM_LIB_001195,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002432,eukaryotes,,,,,Odontella Sinensis Grunow 1884,MMETSP0160,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0160"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0160</a>""",2839,,,(MMETSP0160) Odontella Sinensis,,CAM_BM_002452,,,,,,,,,,,,,CAM_LIB_001198,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002433,eukaryotes,,,,,Neoparamoeba aestuarina SoJaBio B1-5/56/2,MMETSP0161,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0161"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0161</a>""",180227,25:00.0,25:00.0,(MMETSP0161) Neoparamoeba aestuarina - Marine sediment,,CAM_BM_002453,Sea of Japan,42.26722,136.71861,,,"Expedition SoJaBio, bottom sediments of the Sea of Japan",,,marine habitat,,,,CAM_LIB_001199,Illumina,cDNA,,2908,,3665,35,,,,,,,,
CAM_SMPL_002434,eukaryotes,,,,,Chrysochromulina polylepis CCMP1757,MMETSP0146,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0146"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0146</a>""",72548,,,(MMETSP0146) Chrysochromulina polylepis,,CAM_BM_002454,,,,,,,,,,,,,CAM_LIB_001200,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002435,eukaryotes,,,,,Chrysochromulina polylepis CCMP1757,MMETSP0147,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0147"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0147</a>""",72548,,,(MMETSP0147) Chrysochromulina polylepis,,CAM_BM_002455,,,,,,,,,,,,,CAM_LIB_001201,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002437,eukaryotes,,,,,Chaetoceros debilis MM31A-1,MMETSP0149,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0149"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0149</a>""",122233,00:00.0,00:00.0,(MMETSP0149) Chaetoceros debilis - seawater,,CAM_BM_002457,Southern_Ocean,-49.6,2.1,,,EIFEX station 513,,,marine habitat,,,,CAM_LIB_001203,Illumina,cDNA,,2912,,0,,,,,,,,,
CAM_SMPL_002438,eukaryotes,,,,,Chaetoceros debilis MM31A-1,MMETSP0150,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0150"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0150</a>""",122233,00:00.0,00:00.0,(MMETSP0150) Chaetoceros debilis - seawater,,CAM_BM_002458,Southern_Ocean,-49.6,2.1,,,EIFEX station 513,,,marine habitat,,,,CAM_LIB_001204,Illumina,cDNA,,2913,,0,,,,,,,,,
CAM_SMPL_002439,eukaryotes,,,,,Paramoeba atlantica 621/1 / CCAP 1560/9,MMETSP0151,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0151"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0151</a>""",200890,03:00.0,03:00.0,(MMETSP0151) Paramoeba atlantica - Marine sediment,,CAM_BM_002459,Atlantic_Ocean,29.60806,-28.98667,,,"Expedition DIVA3, bottom sediments of the Great Meteor Seamount",,,marine habitat,,,,CAM_LIB_001205,Illumina,cDNA,,2914,,267.4,35,,,,,,,,
CAM_SMPL_002440,eukaryotes,,,,,Thalassiothrix antarctica L6-D1,MMETSP0152,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0152"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0152</a>""",1049557,00:00.0,00:00.0,(MMETSP0152) Thalassiothrix antarctica - seawater,,CAM_BM_002460,Southern_Ocean,-51.83333,-28.66667,,,expedition LOHAFEX,,,marine habitat,,,,CAM_LIB_001206,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002441,eukaryotes,,,,,Thalassiothrix antarctica L6-D1,MMETSP0154,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0154"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0154</a>""",1049557,00:00.0,00:00.0,(MMETSP0154) Thalassiothrix antarctica - seawater,,CAM_BM_002461,Southern_Ocean,-51.83333,-28.66667,,,expedition LOHAFEX,,,marine habitat,,,,CAM_LIB_001207,Illumina,cDNA,,,,,,,,,,,,,
